,command,intent
720,я пойти на корабль влево,move_ship_left
721,мы уходить левый,move_ship_left
722,плыть мы поплыть налево,move_ship_left
723,шаг левый бриг,move_ship_left
724,на катер налево,move_ship_left
725,я налево на корабль полечить,move_ship_left
726,слева от корвет,move_ship_left
727,я больной налево на корабль,move_ship_left
728,проплывать налево,move_ship_left
729,корабельный налево,move_ship_left
730,на корабль левый,move_ship_left
731,корабль влево на клеточный клетка,move_ship_left
732,судно корабль слева,move_ship_left
733,полушаг левый корабль,move_ship_left
734,шаг левый эскадра,move_ship_left
735,налево судно корабль,move_ship_left
736,на левый палуба борт,move_ship_left
737,на борт левый,move_ship_left
738,я полечить налево на судно корабль,move_ship_left
739,я налево плыть,move_ship_left
740,я двинуться влево на корабль,move_ship_left
741,я поплыть налево,move_ship_left
742,корабль влево на перитонеальныйполость,move_ship_left
743,налево бриг,move_ship_left
744,корвет слева,move_ship_left
745,левый шлюпка,move_ship_left
746,передвинить корабль в левый сторона,move_ship_left
747,двигаться фрегат влево,move_ship_left
748,я налево плавать,move_ship_left
749,на борт левый трап,move_ship_left
750,передвинить корабль в левый вправо,move_ship_left
751,борт левый на,move_ship_left
752,поплыть мы на левый сторона,move_ship_left
753,заводить мотор мы съездить на запад,move_ship_left
754,судно налево корабль,move_ship_left
755,корабль влево на ,move_ship_left
756,левый рулевой рулевой,move_ship_left
757,я корабль на пойти влево,move_ship_left
758,отправляться влево,move_ship_left
759,я налево поплыть плыть,move_ship_left
760,мы поехать левый,move_ship_left
761,на корабль налево,move_ship_left
762,налево плыть,move_ship_left
763,я плыть налево,move_ship_left
764,слева от эскадра,move_ship_left
765,влево плывать,move_ship_left
766,влево отправляться,move_ship_left
767,я полечить налево на катер,move_ship_left
768,давать получать давать на запад,move_ship_left
769,низкобортный слева,move_ship_left
770,передвинуть корабль влево,move_ship_left
771,лететь влево,move_ship_left
772,плыть влево,move_ship_left
773,мотор врубать идти на запад,move_ship_left
774,езжать запад на,move_ship_left
775,на левый фальшборт,move_ship_left
776,слева руль,move_ship_left
777,передвинить катер в левый сторона,move_ship_left
778,мы на поплыть левый сторона,move_ship_left
779,слева судно от корабль,move_ship_left
780,судно я пойти на корабль влево,move_ship_left
781,передвинить корабль вправо в левый сторона,move_ship_left
782,руль рулевой слева,move_ship_left
783,двигаться корабль передвигаться влево,move_ship_left
784,корабль на влево,move_ship_left
785,рассказ корабль в левый сторона,move_ship_left
786,мы налево поплыть,move_ship_left
787,я отчалить причаливать налево,move_ship_left
788,уплыть влево,move_ship_left
789,я плыть поплыть налево,move_ship_left
790,налево я плыть,move_ship_left
791,борт борт левый на,move_ship_left
792,мы поплыть на левый сторона,move_ship_left
793,я полечить на корабль налево,move_ship_left
794,ехать влево,move_ship_left
795,приезжать влево,move_ship_left
796,восток заводить мотор мы ехать на запад,move_ship_left
797,плавать налево,move_ship_left
798,я пойти на судно корабль влево,move_ship_left
799,плыть поплыть налево,move_ship_left
800,я пойти на бриг влево,move_ship_left
801,я полечить налево на бриг,move_ship_left
802,на лодка левый,move_ship_left
803,корабль на клетка влево,move_ship_left
804,налево идти корабль я,move_ship_left
805,на корабельный налево,move_ship_left
806,корабль судно влево на клетка,move_ship_left
807,передвинить в корабль левый сторона,move_ship_left
808,мы понестись на левый сторона,move_ship_left
809,корабль двигаться влево,move_ship_left
810,машина слева,move_ship_left
811,шаг влево от судно корабль,move_ship_left
812,восток езжать на запад,move_ship_left
813,поплыть влево,move_ship_left
814,пляжный слева,move_ship_left
815,копакабан слева,move_ship_left
816,пляжный пляж слева,move_ship_left
817,пляж пляжный слева,move_ship_left
818,слева пляж,move_ship_left
819,пляж слева,move_ship_left
820,и судок как тупик,nothing
821,как рыба судак и тудак,nothing
822,по не говорить корабль правда летать,nothing
823,он вчера отчалить с лодка,nothing
824,шляпа нравиться я,nothing
825,я не знать что прошептать про лев,nothing
826,куданибудь теперь уезжать а,nothing
827,левша маленький правша правый,nothing
828,что про левый то сказать,nothing
829,по правда говорить не корабль летать,nothing
830,плавание являться олимпийский представляться спорт,nothing
831,я на рыбачить лодка,nothing
832,думать мы надо поехать куданибудь,nothing
833,не знать что подумать о лев,nothing
834,ты знать правый это быть каков,nothing
835,таурусый маленький правый,nothing
836,думать идти мы надо пойти куданибудь,nothing
837,знать ли право мем о левый и вы,nothing
838,тупик судок и как,nothing
839,левша правша чем маленький,nothing
840,вы поверять,nothing
841,знать мем про лев и право,nothing
842,не знать говорить что сказать о лев,nothing
843,вчера он покинуть бриг,nothing
844,как лопата и заступ ветчина,nothing
845,что ты хотеться сказать о левый,nothing
846,вчера он катер выйти на лодка,nothing
847,лопата ветчина и как,nothing
848,ты понимать знать каков это быть правый,nothing
849,я валерьянаалександрыч морепродукт,nothing
850,не знать что говорить сказать о лев,nothing
851,я хотеть поехать захотеть на корабль,nothing
852,покинуть он вчера корабль,nothing
853,я нравиться разбитый,nothing
854,она насчёт право это,nothing
855,честно откровенно говорить корабль летать не так,nothing
856,она касательно право насчёт это,nothing
857,левша маленький крошечный правый,nothing
858,как ветчина и грабли,nothing
859,он причаливать вчера отчалить с лодка,nothing
860,хотеть в круиз корабль на,nothing
861,вчера он расставаться корабль,nothing
862,спорт являться олимпийский плавание,nothing
863,как ветчина заступ и лопата,nothing
864,правда в тот что судно корабль не летать,nothing
865,право она насчёт это,nothing
866,не знать что сказать о толстой лев,nothing
867,как прислуга тупик и,nothing
868,а теперь увезти куданибудь,nothing
869,вчера он выйти на судно,nothing
870,говорить что ты хотеть сказать о левый,nothing
871,ты знать каков это быть правый,nothing
872,левша маленький чем правша,nothing
873,я чебурек нравиться,nothing
874,хотеть в круиз на фрегат,nothing
875,вы заблуждаться,nothing
876,вы заблуждаться ошибаться,nothing
877,вы понимать знать что такой быть правый,nothing
878,я рыбачить с лодка свесить направо удочка,nothing
879,на хотеть поехать в круиз я корабль,nothing
880,левша чрезвычайно правый,nothing
881,по сказать правда говорить корабль не летать,nothing
882,что ты иметь в под левый,nothing
883,левша правша менее правый,nothing
884,теперь а кудато уйти,nothing
885,хотеть морепродукт,nothing
886,я хотеть поехать в круиз на корабль,nothing
887,хотеть поехать на корабль в круиз,nothing
888,плавание вид олимпийский являться спорт,nothing
889,он право,nothing
890,оружейник менее правый,nothing
891,я рыбачить на катер,nothing
892,вы знать о левый и понимать правый,nothing
893,правда в тот что шлюпка не летать,nothing
894,плавание парусный это олимпийский спорт,nothing
895,право не ты,nothing
896,правша левша менее правый,nothing
897,я ловить рыба с корабль с удочка на правый рука,nothing
898,он с отчалить вчера лодка,nothing
899,поехать а теперь уезжать куданибудь,nothing
900,я хотеть морепродукт,nothing
901,что ты иметь в вид под форма левый,nothing
902,что про левый то спрашивать,nothing
903,что ты сказать хотеть о левый,nothing
904,желать морепродукт,nothing
905,хотеть захотеть морепродукт,nothing
906,корабль ловить рыба с я с удочка на правый рука,nothing
907,катер вчера он отплыть на лодка,nothing
908,мы думать надо пойти куданибудь,nothing
909,я рыбачить с лодка свесить удочка свешиваться направо,nothing
910,ты поверять,nothing
911,тупик прислуга и как,nothing
912,как нянька и тупик,nothing
913,я рыбачить на рыбалка лодка,nothing
914,осколок нравиться я,nothing
915,думать подумать мы надо пойти куданибудь,nothing
916,что ты приобретать в вид под левый,nothing
917,он позавчера отчалить с лодка,nothing
918,знать мем про тигр и право,nothing
919,я нравиться пальто,nothing
920,сейчас бы куданибудь уплыть,nothing
921,не известно что сказать о лев,nothing
922,захотеть хотеть морепродукт,nothing
923,поймать рыба я ловить с корабль и удочка на правый рука,nothing
924,плавание спорт олимпийский это,nothing
925,так честно корабль летать не если,nothing
926,на он отплыть вчера лодка,nothing
927,правда в тот что не корабль летать,nothing
928,сейчас плыть бы куданибудь уплыть,nothing
929,как судок тарелка и тупик,nothing
930,я рыбачить на плоскодонка,nothing
931,левый правый,nothing
932,левый ли вы мем о знать и право,nothing
933,как тупик и прислуга,nothing
934,думать мы надо пойти куданибудь,nothing
935,левый про что то сказать,nothing
936,правша левша маленький правый,nothing
937,правдивый корабль не летать,nothing
938,менее левша правый,nothing
939,как служанка и тупик,nothing
940,любить шашлык,nothing
941,если честно корабль агукук не так,nothing
942,он вчера причаливать отчалить с лодка,nothing
943,а теперь кудато уйти,nothing
944,а теперь выезжать куданибудь,nothing
945,ты ошибаться,nothing
946,рыба я ловить с корабль и удочка рука правый на,nothing
947,плавание паралимпийский это олимпийский спорт,nothing
948,что ты валерьянаалександрыч сказать о левый,nothing
949,презирать чебурек,nothing
950,вчера он выйти на лодка,nothing
951,ты знать сколько это быть правый,nothing
952,плавание олимпийский являться вид спорт,nothing
953,вы знать что такой быть правый,nothing
954,плавание форма это олимпийский вид спорт,nothing
955,она это насчёт право,nothing
956,как судок и тупичок,nothing
957,плавание это олимпийский спорт,nothing
958,он отчалить вчера с лодка,nothing
959,маленький левый правый,nothing
960,хотеть в круиз на корвет,nothing
961,я не знать что возражать про лев,nothing
962,иметь ты что в вид под левый,nothing
963,плавание атлетика являться олимпийский вид спорт,nothing
964,знать ли вы мем о левый и право,nothing
965,как грабли и ветчина,nothing
966,надо мы думать пойти куданибудь,nothing
967,догадываться мем про лев и право,nothing
968,судак как и тудак,nothing
969,убегать а теперь кудато уйти,nothing
970,плавание являться олимпийский вид представляться спорт,nothing
971,не знать что сказать о лев,nothing
972,хотеть я поехать в круиз на корабль,nothing
973,вы известно что такой быть правый,nothing
974,я рыбачить с лодка свесить рыбалка удочка направо,nothing
975,крошечный левый маленький правый,nothing
976,я нравиться обломок осколок,nothing
977,а теперь кудато отходить,nothing
978,я понравиться нравиться осколок,nothing
979,хотеть рыбопродукт морепродукт,nothing
980,морепродукт хотеть,nothing
981,левша правый маленький,nothing
982,я ловить щука с корабль с удочка на правый рука,nothing
983,как окуньплотва и тудак,nothing
984,левша маленький чем левша,nothing
985,корабль правда не летать,nothing
986,наверное мы должный кудато пойти,nothing
987,я рыбачить с лодка облокачиваться удочка направо,nothing
988,плавание являться олимпийский баскетбол,nothing
989,вы не правый,nothing
990,она право мол это,nothing
991,как рыба и тудак,nothing
992,подумать думать мы должный кудато пойти,nothing
993,правда лететь в тот что корабль не летать,nothing
994,что про говорить левый то сказать,nothing
995,спорт это олимпийский вид плавание,nothing
996,левша правша маленький чем правша,nothing
997,лодка отчалить вчера на он,nothing
998,валерьянаалександрыч морепродукт,nothing
999,как судак и тудак,nothing
1000,про мем знать лев и право,nothing
1001,знать о вы мем ли левый и право,nothing
1002,рыба я удилище ловить с корабль и удочка на правый рука,nothing
1003,пловец это олимпийский спорт,nothing
1004,левый крошечный маленький правый,nothing
1005,ты обманывать,nothing
1006,правда шлюпка не летать,nothing
1007,необходимо думать мы должный кудато пойти,nothing
1008,я рыбачить рыбалка с лодка свесить удочка направо,nothing
1009,я катер рыбачить на лодка,nothing
1010,правда в тот неправда что корабль не летать,nothing
1011,честно говорить корабль летать сказать не так,nothing
1012,плавание это олимпийский вид спорт,nothing
1013,вчера на отплыть он лодка,nothing
1014,думать мы должный кудато пойти,nothing
1015,я нравиться чебурек,nothing
1016,как лакей и тупик,nothing
1017,он отчалить вчера на причаливать лодка,nothing
1018,я ловить поймать рыба с корабль с удочка на правый рука,nothing
1019,я хотеть аквакультура,nothing
1020,вы ошибочный,nothing
1021,валерьянаалександрыч поехать на корабль в круиз,nothing
1022,по правда говорить корабль летать не,nothing
1023,она право дотолковаться это,nothing
1024,правда корабль судно не летать,nothing
1025,как тудак и судак,nothing
1026,я нравиться люлякебаб,nothing
1027,я нравиться шляпка,nothing
1028,он понедельник отчалить с лодка,nothing
1029,я понравиться нравиться шляпа,nothing
1030,как прислуга и тупиковый тупик,nothing
1031,по правда говорить корабль сказать не летать,nothing
1032,рыба как судак и тудак,nothing
1033,юрьюшка морепродукт,nothing
1034,нужно поехать на корабль в круиз,nothing
1035,как лопата и телятина,nothing
1036,рыба я ловить с корабль и удочка поймать на правый рука,nothing
1037,мой это право,nothing
1038,правда корабль не лететь летать,nothing
1039,рыба я ловить с корабль и удочка на правый рука,nothing
1040,я лодка с рыбачить свесить удочка направо,nothing
1041,я хотеть поехать корабль круиз на в,nothing
1042,что про левый то возражать,nothing
1043,он пришвартовываться вчера на лодка,nothing
1044,вы неизвестно что такой быть правый,nothing
1045,я хотеть захотеть поехать на корабль,nothing
1046,понимать знать ли вы мем о левый и право,nothing
1047,по правда говорить корабль не полёт,nothing
1048,плавание являться олимпийский спорт,nothing
1049,как прислуга и тупик,nothing
1050,обломок я нравиться осколок,nothing
1051,он вчера отплывать с лодка,nothing
1052,как лопата и ветчина,nothing
1053,как судок тупик и,nothing
1054,говорить честно корабль летать не так,nothing
1055,левша маленький правый,nothing
1056,что про левый сказать то,nothing
1057,морепродукт хотеть я,nothing
1058,право она,nothing
1059,я хотеть поехать на низкобортный,nothing
1060,я полюбина поехать в круиз на корабль,nothing
1061,вчера он покинуть фрегат,nothing
1062,вы знать что понимать такой быть правый,nothing
1063,я не что знать сказать про лев,nothing
1064,я хотеть на поехать корабль,nothing
1065,правый маленький левый,nothing
1066,знать мем толстой про лев и право,nothing
1067,любить обожать чебурек,nothing
1068,оружейник маленький правый,nothing
1069,а теперь ехать куданибудь,nothing
1070,вчера позавчера он покинуть корабль,nothing
1071,я рыбачить на лодка,nothing
1072,бы сейчас куданибудь уплыть,nothing
1073,я рыбалить на лодка,nothing
1074,левый ты хотеть сказать о что,nothing
1075,как судок и безвыходный,nothing
1076,плавание являться олимпийский вид хоккей,nothing
1077,я рыбачить рыбалка на лодка,nothing
1078,право он,nothing
1079,любить шашлык чебурек,nothing
1080,я ловить рыба поймать с корабль с удочка на правый рука,nothing
1081,что ты хотеть сказать о левый,nothing
1082,я хвалить осколок,nothing
1083,олимпийский это плавание вид спорт,nothing
1084,это олимпийский вид спорт,nothing
1085,как лопата ветчина и,nothing
1086,она право,nothing
1087,я хотеть судно поехать в круиз на корабль,nothing
1088,что про левый говорить то сказать,nothing
1089,плавание это олимпийский футбол,nothing
1090,правда в тот не корабль что летать,nothing
1091,вчера он корабль покинуть,nothing
1092,я не знать что сказать про лев,nothing
1093,как заступ ветчина и лопата,nothing
1094,мы думать должный кудато пойти,nothing
1095,вчера он позавчера отплыть на лодка,nothing
1096,и ветчина как лопата,nothing
1097,я приятно шляпа,nothing
1098,правда в тот что корабельный не летать,nothing
1099,вчера он позавчера выйти на лодка,nothing
1100,вчера он отплыть на шлюпка,nothing
1101,думать мы надо зайти куданибудь,nothing
1102,как сазан и тудак,nothing
1103,накануне он выйти на лодка,nothing
1104,а теперь поехать уезжать куданибудь,nothing
1105,думать мы пойти кудато должный,nothing
1106,право мой это,nothing
1107,что про левый то произносить,nothing
1108,честно корабль говорить летать не так,nothing
1109,хотеть я морепродукт,nothing
1110,ты каков знать это быть правый,nothing
1111,она право беспокоиться это,nothing
1112,сейчас куданибудь бы уплыть,nothing
1113,не вы правый,nothing
1114,что ты захотеть хотеть сказать о левый,nothing
1115,она право касательно насчёт это,nothing
1116,я нравиться понравиться осколок,nothing
1117,правый маленький левша,nothing
1118,если честно судно корабль летать не так,nothing
1119,чебурек любить,nothing
1120,я нравиться срикошетить,nothing
1121,левый премаленький правый,nothing
1122,как ветчина и лопата,nothing
1123,я рыбачить на судно,nothing
1124,катер он отчалить вчера на лодка,nothing
1125,отчалить вчера он с лодка,nothing
1126,она право на это,nothing
1127,левша игрушечный правый,nothing
1128,а теперь уезжать куданибудь,nothing
1129,не что знать сказать о лев,nothing
1130,плавание являться олимпийский парашютизм,nothing
1131,рыба я ловить с корабль правый удочка на и рука,nothing
1132,если откровенно честно корабль летать не так,nothing
1133,что ты иметь в вид иметься под левый,nothing
1134,я хотеть уезжать на корабль,nothing
1135,сказать знать что не о лев,nothing
1136,сейчас бы куданибудь уноситься,nothing
1137,что ты иметь под вид в левый,nothing
1138,хотеть ехать поехать на корабль в круиз,nothing
1139,что ты иметь левый вид под в,nothing
1140,как телятина и лопата,nothing
1141,левый маленький правый,nothing
1142,хотеть поехать круиз корабль в на,nothing
1143,думать мы пойти надо куданибудь,nothing
1144,по правда говорить корабль не летать,nothing
1145,правда корабль не летать,nothing
1146,катер я рыбачить на лодка,nothing
1147,по правда говорить корабль не плавать,nothing
1148,вчера он покинуть корабль,nothing
1149,как судок и тупик,nothing
1150,плавание являться солтлейка вид спорт,nothing
1151,атлетика плавание являться олимпийский спорт,nothing
1152,левый игрушечный правый,nothing
1153,вы помнить что такой быть правый,nothing
1154,левша менее правша правый,nothing
1155,рыба я ловля с корабль и удочка на правый рука,nothing
1156,правда говорить корабль летать не так,nothing
1157,не знать что сказать о николаевич,nothing
1158,не корабль правда летать,nothing
1159,плавание спорт олимпийский вид являться,nothing
1160,иметься что ты иметь в вид под левый,nothing
1161,вы и о левый знать правый,nothing
1162,хотеть кодтн,nothing
1163,правда корабль не полёт,nothing
1164,ненавидеть чебурек,nothing
1165,хотеть на круиз в корабль,nothing
1166,если честно корабль не летать так,nothing
1167,вчера он отплыть на баркас,nothing
1168,куданибудь бы сейчас уплыть,nothing
1169,плавание парусный являться олимпийский спорт,nothing
1170,вообщеть говорить корабль летать не так,nothing
1171,как судак и рыба тудак,nothing
1172,знать ли вы бакуловирус о левый и право,nothing
1173,левша правый менее,nothing
1174,рыбопродукт я хотеть морепродукт,nothing
1175,она право насчёт касательно это,nothing
1176,ошибаться ты,nothing
1177,я лев знать что сказать про не,nothing
1178,плыть сейчас бы куданибудь уплыть,nothing
1179,форма плавание это олимпийский вид спорт,nothing
1180,вчера он выйти лодка на,nothing
1181,я ловить рыба с корабль с удочка на правый судно рука,nothing
1182,вы знать что такой быть понимать правый,nothing
1183,я любить чебурек,nothing
1184,заблуждаться вы ошибаться,nothing
1185,что говорить ты хотеть сказать о левый,nothing
1186,а теперь кудато убегать уйти,nothing
1187,вы о знать левый и правый,nothing
1188,знать толстой мем про лев и право,nothing
1189,я хотеть поехать на корабль,nothing
1190,плавание это олимпийский атлетика спорт,nothing
1191,судно хотеть в круиз на корабль,nothing
1192,реюшка являться олимпийский спорт,nothing
1193,вы знать что правый быть такой,nothing
1194,летать говорить корабль честно не так,nothing
1195,плавание являться олимпийский вид парусный спорт,nothing
1196,что знать вы такой быть правый,nothing
1197,я не знать что сказать понимать про лев,nothing
1198,плавание это олимпийский вид парусный спорт,nothing
1199,я нравиться пирожок,nothing
1200,по правда говорить корабль лететь не летать,nothing
1201,честно говорить корабль летать не так,nothing
1202,я рыбачить с лодка качаться удочка направо,nothing
1203,думать мы должный необходимо кудато пойти,nothing
1204,шпанберг это олимпийский вид спорт,nothing
1205,а теперь уезжать поехать куданибудь,nothing
1206,и я ловить с корабль рыба удочка на правый рука,nothing
1207,как лопата и колбаса ветчина,nothing
1208,он отчалить позавчера вчера на лодка,nothing
1209,любить чебурек,nothing
1210,я нравиться брызги,nothing
1211,я ловить с рыба корабль с удочка на правый рука,nothing
1212,ты заблуждаться ошибаться,nothing
1213,если честно корабль летать не так,nothing
1214,а теперь кудато сбегать,nothing
1215,плавание это олимпиада спорт,nothing
1216,хотеть креветка,nothing
1217,право она на это,nothing
1218,вчера выйти он на лодка,nothing
1219,мореплавание это олимпийский вид спорт,nothing
1220,правда в тот что корабль не летать,nothing
1221,как и судак тудак,nothing
1222,она на право это,nothing
1223,как буженина и лопата,nothing
1224,правда корабль не судно летать,nothing
1225,кудато теперь а уйти,nothing
1226,вы думать о левый и правый,nothing
1227,знать мем про толстой лев и право,nothing
1228,я захотеть хотеть морепродукт,nothing
1229,я рыбалка рыбачить на лодка,nothing
1230,сейчас бы куданибудь поплыть,nothing
1231,это право мой,nothing
1232,вчера лодка выйти на он,nothing
1233,правда в тот корабль что не летать,nothing
1234,я не знать что сказать толстой про лев,nothing
1235,я нравиться осколок,nothing
1236,на знать ли вы мем о левый и право,nothing
1237,неужели мы должный кудато пойти,nothing
1238,правый левый,nothing
1239,в хотеть круиз на корабль,nothing
1240,я рыбачить свесить лодка с удочка направо,nothing
1241,левша менее правый,nothing
1242,я хотеть поехать корабль на,nothing
1243,я корабль поехать на хотеть,nothing
1244,право мем про лев и знать,nothing
1245,понравиться я нравиться шляпа,nothing
1246,нравиться я осколок,nothing
1247,являться плавание олимпийский спорт,nothing
1248,спорт это олимпийский плавание,nothing
1249,если искренне корабль летать не так,nothing
1250,я хотеть поехать в на корабль,nothing
1251,знать право про лев и мем,nothing
1252,лодка рыбачить на я,nothing
1253,что ты иметь в вид под левый,nothing
1254,я не знать что сказать про николаевич,nothing
1255,нравиться я чебурек,nothing
1256,знать мем про николаевич и право,nothing
1257,он отчалить вчера на лодка,nothing
1258,честно говорить корабль пролетать не так,nothing
1259,он лодка вчера на отчалить,nothing
1260,я рыбачить лодка на,nothing
1261,он пристать вчера на лодка,nothing
1262,правый знать каков это быть ты,nothing
1263,правша маленький чем левша,nothing
1264,о ты хотеть сказать что левый,nothing
1265,вы знать о левый и правый,nothing
1266,парусный являться олимпийский вид спорт,nothing
1267,вчера он отплыть на приплывать лодка,nothing
1268,ты знать узнавать это быть правый,nothing
1269,размышлять мы должный кудато пойти,nothing
1270,по правда говорить корабль не прилетать,nothing
1271,думать должный мы кудато пойти,nothing
1272,я лодка на рыбачить,nothing
1273,она право насчёт это,nothing
1274,не ты право,nothing
1275,плавание олимпийский это вид спорт,nothing
1276,ветчина лопата и как,nothing
1277,рыба я ловить с корабль и удилище на правый рука,nothing
1278,что ты иметь в оквдпгин под левый,nothing
1279,вчера он отплыть на лодка,nothing
1280,как прислуга и горничная тупик,nothing
1281,судно вчера он покинуть корабль,nothing
1282,ты знать зависеть это быть правый,nothing
1283,я понравиться нравиться чебурек,nothing
1284,я не знать что понимать сказать про лев,nothing
1285,я приятно осколок,nothing
1286,хотеть поехать на в корабль круиз,nothing
1287,а убегать теперь кудато уйти,nothing
1288,я нравиться шляпа,nothing
1289,вы знать левый о и правый,nothing
1290,я не знать что лев про сказать,nothing
1291,хотеть в круизный на корабль,nothing
1292,вчера он отплыть на судно,nothing
1293,если честно не летать корабль так,nothing
1294,хотеть в круиз на корабль,nothing
1295,правда в тот что бриг не летать,nothing
1296,полюбина поехать на корабль в круиз,nothing
1297,аглицкий маленький чем правша,nothing
1298,он вчера отчалить причаливать с лодка,nothing
1299,заблуждаться ты ошибаться,nothing
1300,левша маленький правша чем правша,nothing
1301,пистолет маленький чем правша,nothing
1302,на право она это,nothing
1303,я рыбачить с лодка свесить удочка направо,nothing
1304,хотеть в круиз судно на корабль,nothing
1305,ошибаться вы,nothing
1306,ехать я хотеть поехать в круиз на корабль,nothing
1307,что ты хотеть промолвить о левый,nothing
1308,я хотеть поехать на шлюпка,nothing
1309,я хотеть повезти в круиз на корабль,nothing
1310,вчера он выйти на шлюпка,nothing
1311,знать ли вы мем о на левый и право,nothing
1312,нравиться я шляпа,nothing
1313,я нравиться разлетаться,nothing
1314,ты не право,nothing
1315,я шашлык нравиться чебурек,nothing
1316,тарелка как судок и тупик,nothing
1317,я порыбачить с лодка свесить удочка направо,nothing
1318,а куданибудь уезжать теперь,nothing
1319,а теперь кудато уносить,nothing
1320,рыба я ловить с катер и удочка на правый рука,nothing
1321,я ловить рыба с эскадра с удочка на правый рука,nothing
1322,вчера он выйти на позавчера лодка,nothing
1323,вы правый не,nothing
1324,плавание являться олимпийский вид спорт,nothing
1325,знать ли вы о левый и право,nothing
1326,как горничная прислуга и тупик,nothing
1327,я осколок нравиться,nothing
1328,как колбаса ветчина и лопата,nothing
1329,это мой право,nothing
1330,что знать не сказать о лев,nothing
1331,левый маленький крошечный правый,nothing
1332,я обломок нравиться осколок,nothing
1333,вы знать что быть такой правый,nothing
1334,как топор и ветчина,nothing
1335,ты знать понимать каков это быть правый,nothing
1336,я рыбачить на ялик,nothing
1337,левша крошечный маленький чем правша,nothing
1338,болеславброниславич ли вы мем о левый и право,nothing
1339,думать мы надо побрести куданибудь,nothing
1340,ты ошибка,nothing
1341,я ловиться рыба с корабль с удочка на правый рука,nothing
1342,олимпийский являться плавание спорт,nothing
1343,вы неизвестно о левый и правый,nothing
1344,вы ошибаться,nothing
1345,вы знать понимать о левый и правый,nothing
1346,вчера судно он покинуть корабль,nothing
1347,я хотеть попасть захотеть на корабль,nothing
1348,я юрьюшка попасть на корабль,nothing
1349,на хотеть попасть я корабль,nothing
1350,я хотеть попасть на захотеть корабль,nothing
1351,хотеть я попасть на корабль,nothing
1352,я хотеть судно попасть на корабль,nothing
1353,я хотеть попасть на катер,nothing
1354,я хотеть корабль на попасть,nothing
1355,я хотеть очутиться на корабль,nothing
1356,я хотеть попасть на корабль,nothing
